grade,size,rafter_spacing,tie_down_spacing,roof_type,roof_load_width,span_type,max_span
F5,3/90x35,900,1200,sheet,0,continuous,600
F5,3/90x45,900,1200,sheet,7500,continuous,600
F5,3/90x45,900,1200,sheet,7000,continuous,600
F5,3/90x45,900,1200,sheet,6500,continuous,600
F5,3/90x45,900,1200,sheet,6000,continuous,600
F5,3/90x45,900,1200,sheet,5500,continuous,600
F5,3/90x45,900,1200,sheet,5000,continuous,600
F5,3/90x45,900,1200,sheet,4500,continuous,600
F5,3/90x45,900,1200,sheet,4000,continuous,600
F5,3/90x45,900,1200,sheet,3500,continuous,600
F5,3/90x45,900,1200,sheet,3000,continuous,600
F5,3/90x45,900,1200,sheet,2500,continuous,600
F5,3/90x45,900,1200,sheet,2000,continuous,600
F5,3/90x45,900,1200,sheet,1500,continuous,600
F5,3/90x45,900,1200,sheet,1000,continuous,600
F5,3/90x45,900,1200,sheet,500,continuous,600
F5,3/90x45,900,1200,sheet,0,continuous,600
F5,70x35,900,1800,sheet,0,continuous,600
F5,70x45,900,1800,sheet,2500,continuous,300
F5,70x45,900,1800,sheet,2000,continuous,450
F5,70x45,900,1800,sheet,1500,continuous,600
F5,70x45,900,1800,sheet,1000,continuous,600
F5,70x45,900,1800,sheet,500,continuous,600
F5,70x45,900,1800,sheet,0,continuous,600
F5,2/70x35,900,1800,sheet,3500,continuous,300
F5,2/70x35,900,1800,sheet,3000,continuous,600
F5,2/70x35,900,1800,sheet,2500,continuous,600
F5,2/70x35,900,1800,sheet,2000,continuous,600
F5,2/70x35,900,1800,sheet,1500,continuous,600
F5,2/70x35,900,1800,sheet,1000,continuous,600
F5,2/70x35,900,1800,sheet,500,continuous,600
F5,2/70x35,900,1800,sheet,0,continuous,600
F5,2/70x45,900,1800,sheet,5000,continuous,450
F5,2/70x45,900,1800,sheet,4500,continuous,600
F5,2/70x45,900,1800,sheet,4000,continuous,600
F5,2/70x45,900,1800,sheet,3500,continuous,600
F5,2/70x45,900,1800,sheet,3000,continuous,600
F5,2/70x45,900,1800,sheet,2500,continuous,600
F5,2/70x45,900,1800,sheet,2000,continuous,600
F5,2/70x45,900,1800,sheet,1500,continuous,600
F5,2/70x45,900,1800,sheet,1000,continuous,600
F5,2/70x45,900,1800,sheet,500,continuous,600
F5,2/70x45,900,1800,sheet,0,continuous,600
F5,3/70x35,900,1800,sheet,5000,continuous,300
F5,3/70x35,900,1800,sheet,4500,continuous,600
F5,3/70x35,900,1800,sheet,4000,continuous,600
F5,3/70x35,900,1800,sheet,3500,continuous,600
F5,3/70x35,900,1800,sheet,3000,continuous,600
F5,3/70x35,900,1800,sheet,2500,continuous,600
F5,3/70x35,900,1800,sheet,2000,continuous,600
F5,3/70x35,900,1800,sheet,1500,continuous,600
F5,3/70x35,900,1800,sheet,1000,continuous,600
F5,3/70x35,900,1800,sheet,500,continuous,600
F5,3/70x35,900,1800,sheet,0,continuous,600
F5,3/70x45,900,1800,sheet,6500,continuous,450
F5,3/70x45,900,1800,sheet,6000,continuous,600
F5,3/70x45,900,1800,sheet,5500,continuous,600
F5,3/70x45,900,1800,sheet,5000,continuous,600
F5,3/70x45,900,1800,sheet,4500,continuous,600
F5,3/70x45,900,1800,sheet,4000,continuous,600
F5,3/70x45,900,1800,sheet,3500,continuous,600
F5,3/70x45,900,1800,sheet,3000,continuous,600
F5,3/70x45,900,1800,sheet,2500,continuous,600
F5,3/70x45,900,1800,sheet,2000,continuous,600
F5,3/70x45,900,1800,sheet,1500,continuous,600
F5,3/70x45,900,1800,sheet,1000,continuous,600
F5,3/70x45,900,1800,sheet,500,continuous,600
F5,3/70x45,900,1800,sheet,0,continuous,600
F5,90x35,900,1800,sheet,1500,continuous,300
F5,90x35,900,1800,sheet,1000,continuous,300
F5,90x35,900,1800,sheet,500,continuous,300
F5,90x35,900,1800,sheet,0,continuous,600
F5,90x45,900,1800,sheet,2500,continuous,600
F5,90x45,900,1800,sheet,2000,continuous,600
F5,90x45,900,1800,sheet,1500,continuous,600
F5,90x45,900,1800,sheet,1000,continuous,600
F5,90x45,900,1800,sheet,500,continuous,600
F5,90x45,900,1800,sheet,0,continuous,600
F5,2/90x35,900,1800,sheet,4000,continuous,600
F5,2/90x35,900,1800,sheet,3500,continuous,600
F5,2/90x35,900,1800,sheet,3000,continuous,600
F5,2/90x35,900,1800,sheet,2500,continuous,600
F5,2/90x35,900,1800,sheet,2000,continuous,600
F5,2/90x35,900,1800,sheet,1500,continuous,600
F5,2/90x35,900,1800,sheet,1000,continuous,600
F5,2/90x35,900,1800,sheet,500,continuous,600
F5,2/90x35,900,1800,sheet,0,continuous,600
F5,2/90x45,900,1800,sheet,5500,continuous,600
F5,2/90x45,900,1800,sheet,5000,continuous,600
F5,2/90x45,900,1800,sheet,4500,continuous,600
F5,2/90x45,900,1800,sheet,4000,continuous,600
F5,2/90x45,900,1800,sheet,3500,continuous,600
F5,2/90x45,900,1800,sheet,3000,continuous,600
F5,2/90x45,900,1800,sheet,2500,continuous,600
F5,2/90x45,900,1800,sheet,2000,continuous,600
F5,2/90x45,900,1800,sheet,1500,continuous,600
F5,2/90x45,900,1800,sheet,1000,continuous,600
F5,2/90x45,900,1800,sheet,500,continuous,600
F5,2/90x45,900,1800,sheet,0,continuous,600
F5,3/90x35,900,1800,sheet,5500,continuous,600
F5,3/90x35,900,1800,sheet,5000,continuous,600
F5,3/90x35,900,1800,sheet,4500,continuous,600
F5,3/90x35,900,1800,sheet,4000,continuous,600
F5,3/90x35,900,1800,sheet,3500,continuous,600
F5,3/90x35,900,1800,sheet,3000,continuous,600
F5,3/90x35,900,1800,sheet,2500,continuous,600
F5,3/90x35,900,1800,sheet,2000,continuous,600
F5,3/90x35,900,1800,sheet,1500,continuous,600
F5,3/90x35,900,1800,sheet,1000,continuous,600
F5,3/90x35,900,1800,sheet,500,continuous,600
F5,3/90x35,900,1800,sheet,0,continuous,600
F5,3/90x45,900,1800,sheet,7500,continuous,600
F5,3/90x45,900,1800,sheet,7000,continuous,600
F5,3/90x45,900,1800,sheet,6500,continuous,600
F5,3/90x45,900,1800,sheet,6000,continuous,600
F5,3/90x45,900,1800,sheet,5500,continuous,600
F5,3/90x45,900,1800,sheet,5000,continuous,600
F5,3/90x45,900,1800,sheet,4500,continuous,600
F5,3/90x45,900,1800,sheet,4000,continuous,600
F5,3/90x45,900,1800,sheet,3500,continuous,600
F5,3/90x45,900,1800,sheet,3000,continuous,600
F5,3/90x45,900,1800,sheet,2500,continuous,600
F5,3/90x45,900,1800,sheet,2000,continuous,600
F5,3/90x45,900,1800,sheet,1500,continuous,600
F5,3/90x45,900,1800,sheet,1000,continuous,600
F5,3/90x45,900,1800,sheet,500,continuous,600
F5,3/90x45,900,1800,sheet,0,continuous,600
F5,70x35,1200,0,sheet,0,continuous,600
F5,70x45,1200,0,sheet,2500,continuous,300
F5,70x45,1200,0,sheet,2000,continuous,300
F5,70x45,1200,0,sheet,1500,continuous,300
F5,70x45,1200,0,sheet,1000,continuous,300
F5,70x45,1200,0,sheet,500,continuous,300
F5,70x45,1200,0,sheet,0,continuous,600
F5,2/70x35,1200,0,sheet,4500,continuous,300
F5,2/70x35,1200,0,sheet,4000,continuous,300
F5,2/70x35,1200,0,sheet,3500,continuous,300
F5,2/70x35,1200,0,sheet,3000,continuous,300
F5,2/70x35,1200,0,sheet,2500,continuous,300
F5,2/70x35,1200,0,sheet,2000,continuous,450
F5,2/70x35,1200,0,sheet,1500,continuous,600
F5,2/70x35,1200,0,sheet,1000,continuous,600
F5,2/70x35,1200,0,sheet,500,continuous,600
F5,2/70x35,1200,0,sheet,0,continuous,600
F5,2/70x45,1200,0,sheet,7500,continuous,300
F5,2/70x45,1200,0,sheet,7000,continuous,300
F5,2/70x45,1200,0,sheet,6500,continuous,300
F5,2/70x45,1200,0,sheet,6000,continuous,300
F5,2/70x45,1200,0,sheet,5500,continuous,450
F5,2/70x45,1200,0,sheet,5000,continuous,450
F5,2/70x45,1200,0,sheet,4500,continuous,600
F5,2/70x45,1200,0,sheet,4000,continuous,600
F5,2/70x45,1200,0,sheet,3500,continuous,600
F5,2/70x45,1200,0,sheet,3000,continuous,600
F5,2/70x45,1200,0,sheet,2500,continuous,600
F5,2/70x45,1200,0,sheet,2000,continuous,600
F5,2/70x45,1200,0,sheet,1500,continuous,600
F5,2/70x45,1200,0,sheet,1000,continuous,600
F5,2/70x45,1200,0,sheet,500,continuous,600
F5,2/70x45,1200,0,sheet,0,continuous,600
F5,3/70x35,1200,0,sheet,7500,continuous,300
F5,3/70x35,1200,0,sheet,7000,continuous,300
F5,3/70x35,1200,0,sheet,6500,continuous,300
F5,3/70x35,1200,0,sheet,6000,continuous,300
F5,3/70x35,1200,0,sheet,5500,continuous,300
F5,3/70x35,1200,0,sheet,5000,continuous,450
F5,3/70x35,1200,0,sheet,4500,continuous,450
F5,3/70x35,1200,0,sheet,4000,continuous,600
F5,3/70x35,1200,0,sheet,3500,continuous,600
F5,3/70x35,1200,0,sheet,3000,continuous,600
F5,3/70x35,1200,0,sheet,2500,continuous,600
F5,3/70x35,1200,0,sheet,2000,continuous,600
F5,3/70x35,1200,0,sheet,1500,continuous,600
F5,3/70x35,1200,0,sheet,1000,continuous,600
F5,3/70x35,1200,0,sheet,500,continuous,600
F5,3/70x35,1200,0,sheet,0,continuous,600
F5,3/70x45,1200,0,sheet,7500,continuous,600
F5,3/70x45,1200,0,sheet,7000,continuous,600
F5,3/70x45,1200,0,sheet,6500,continuous,600
F5,3/70x45,1200,0,sheet,6000,continuous,600
F5,3/70x45,1200,0,sheet,5500,continuous,600
F5,3/70x45,1200,0,sheet,5000,continuous,600
F5,3/70x45,1200,0,sheet,4500,continuous,600
F5,3/70x45,1200,0,sheet,4000,continuous,600
F5,3/70x45,1200,0,sheet,3500,continuous,600
F5,3/70x45,1200,0,sheet,3000,continuous,600
F5,3/70x45,1200,0,sheet,2500,continuous,600
F5,3/70x45,1200,0,sheet,2000,continuous,600
F5,3/70x45,1200,0,sheet,1500,continuous,600
F5,3/70x45,1200,0,sheet,1000,continuous,600
F5,3/70x45,1200,0,sheet,500,continuous,600
F5,3/70x45,1200,0,sheet,0,continuous,600
F5,90x35,1200,0,sheet,0,continuous,600
F5,90x45,1200,0,sheet,4000,continuous,300
F5,90x45,1200,0,sheet,3500,continuous,300
F5,90x45,1200,0,sheet,3000,continuous,300
F5,90x45,1200,0,sheet,2500,continuous,300
F5,90x45,1200,0,sheet,2000,continuous,300
F5,90x45,1200,0,sheet,1500,continuous,450
F5,90x45,1200,0,sheet,1000,continuous,450
F5,90x45,1200,0,sheet,500,continuous,450
F5,90x45,1200,0,sheet,0,continuous,600
F5,2/90x35,1200,0,sheet,7000,continuous,300
F5,2/90x35,1200,0,sheet,6500,continuous,300
F5,2/90x35,1200,0,sheet,6000,continuous,300
F5,2/90x35,1200,0,sheet,5500,continuous,300
F5,2/90x35,1200,0,sheet,5000,continuous,300
F5,2/90x35,1200,0,sheet,4500,continuous,300
F5,2/90x35,1200,0,sheet,4000,continuous,300
F5,2/90x35,1200,0,sheet,3500,continuous,450
F5,2/90x35,1200,0,sheet,3000,continuous,600
F5,2/90x35,1200,0,sheet,2500,continuous,600
F5,2/90x35,1200,0,sheet,2000,continuous,600
F5,2/90x35,1200,0,sheet,1500,continuous,600
F5,2/90x35,1200,0,sheet,1000,continuous,600
F5,2/90x35,1200,0,sheet,500,continuous,600
F5,2/90x35,1200,0,sheet,0,continuous,600
F5,2/90x45,1200,0,sheet,7500,continuous,450
F5,2/90x45,1200,0,sheet,7000,continuous,450
F5,2/90x45,1200,0,sheet,6500,continuous,450
F5,2/90x45,1200,0,sheet,6000,continuous,600
F5,2/90x45,1200,0,sheet,5500,continuous,600
F5,2/90x45,1200,0,sheet,5000,continuous,600
F5,2/90x45,1200,0,sheet,4500,continuous,600
F5,2/90x45,1200,0,sheet,4000,continuous,600
F5,2/90x45,1200,0,sheet,3500,continuous,600
F5,2/90x45,1200,0,sheet,3000,continuous,600
F5,2/90x45,1200,0,sheet,2500,continuous,600
F5,2/90x45,1200,0,sheet,2000,continuous,600
F5,2/90x45,1200,0,sheet,1500,continuous,600
F5,2/90x45,1200,0,sheet,1000,continuous,600
F5,2/90x45,1200,0,sheet,500,continuous,600
F5,2/90x45,1200,0,sheet,0,continuous,600
F5,3/90x35,1200,0,sheet,7500,continuous,450
F5,3/90x35,1200,0,sheet,7000,continuous,450
F5,3/90x35,1200,0,sheet,6500,continuous,450
F5,3/90x35,1200,0,sheet,6000,continuous,600
F5,3/90x35,1200,0,sheet,5500,continuous,600
F5,3/90x35,1200,0,sheet,5000,continuous,600
F5,3/90x35,1200,0,sheet,4500,continuous,600
F5,3/90x35,1200,0,sheet,4000,continuous,600
F5,3/90x35,1200,0,sheet,3500,continuous,600
F5,3/90x35,1200,0,sheet,3000,continuous,600
F5,3/90x35,1200,0,sheet,2500,continuous,600
F5,3/90x35,1200,0,sheet,2000,continuous,600
F5,3/90x35,1200,0,sheet,1500,continuous,600
F5,3/90x35,1200,0,sheet,1000,continuous,600
F5,3/90x35,1200,0,sheet,500,continuous,600
F5,3/90x35,1200,0,sheet,0,continuous,600
F5,3/90x45,1200,0,sheet,7500,continuous,600
F5,3/90x45,1200,0,sheet,7000,continuous,600
F5,3/90x45,1200,0,sheet,6500,continuous,600
F5,3/90x45,1200,0,sheet,6000,continuous,600
F5,3/90x45,1200,0,sheet,5500,continuous,600
F5,3/90x45,1200,0,sheet,5000,continuous,600
F5,3/90x45,1200,0,sheet,4500,continuous,600
F5,3/90x45,1200,0,sheet,4000,continuous,600
F5,3/90x45,1200,0,sheet,3500,continuous,600
F5,3/90x45,1200,0,sheet,3000,continuous,600
F5,3/90x45,1200,0,sheet,2500,continuous,600
F5,3/90x45,1200,0,sheet,2000,continuous,600
F5,3/90x45,1200,0,sheet,1500,continuous,600
F5,3/90x45,1200,0,sheet,1000,continuous,600
F5,3/90x45,1200,0,sheet,500,continuous,600
F5,3/90x45,1200,0,sheet,0,continuous,600
F5,70x35,1200,600,sheet,0,continuous,600
F5,70x45,1200,600,sheet,2500,continuous,300
F5,70x45,1200,600,sheet,2000,continuous,300
F5,70x45,1200,600,sheet,1500,continuous,300
F5,70x45,1200,600,sheet,1000,continuous,300
F5,70x45,1200,600,sheet,500,continuous,300
F5,70x45,1200,600,sheet,0,continuous,600
F5,2/70x35,1200,600,sheet,4500,continuous,300
F5,2/70x35,1200,600,sheet,4000,continuous,300
F5,2/70x35,1200,600,sheet,3500,continuous,300
F5,2/70x35,1200,600,sheet,3000,continuous,300
F5,2/70x35,1200,600,sheet,2500,continuous,300
F5,2/70x35,1200,600,sheet,2000,continuous,450
F5,2/70x35,1200,600,sheet,1500,continuous,600
F5,2/70x35,1200,600,sheet,1000,continuous,600
F5,2/70x35,1200,600,sheet,500,continuous,600
F5,2/70x35,1200,600,sheet,0,continuous,600
F5,2/70x45,1200,600,sheet,7500,continuous,300
F5,2/70x45,1200,600,sheet,7000,continuous,300
F5,2/70x45,1200,600,sheet,6500,continuous,300
F5,2/70x45,1200,600,sheet,6000,continuous,300
F5,2/70x45,1200,600,sheet,5500,continuous,450
F5,2/70x45,1200,600,sheet,5000,continuous,450
F5,2/70x45,1200,600,sheet,4500,continuous,600
F5,2/70x45,1200,600,sheet,4000,continuous,600
F5,2/70x45,1200,600,sheet,3500,continuous,600
F5,2/70x45,1200,600,sheet,3000,continuous,600
F5,2/70x45,1200,600,sheet,2500,continuous,600
F5,2/70x45,1200,600,sheet,2000,continuous,600
F5,2/70x45,1200,600,sheet,1500,continuous,600
F5,2/70x45,1200,600,sheet,1000,continuous,600
F5,2/70x45,1200,600,sheet,500,continuous,600
F5,2/70x45,1200,600,sheet,0,continuous,600
F5,3/70x35,1200,600,sheet,7500,continuous,300
F5,3/70x35,1200,600,sheet,7000,continuous,300
F5,3/70x35,1200,600,sheet,6500,continuous,300
F5,3/70x35,1200,600,sheet,6000,continuous,300
F5,3/70x35,1200,600,sheet,5500,continuous,300
F5,3/70x35,1200,600,sheet,5000,continuous,450
F5,3/70x35,1200,600,sheet,4500,continuous,450
F5,3/70x35,1200,600,sheet,4000,continuous,600
F5,3/70x35,1200,600,sheet,3500,continuous,600
F5,3/70x35,1200,600,sheet,3000,continuous,600
F5,3/70x35,1200,600,sheet,2500,continuous,600
F5,3/70x35,1200,600,sheet,2000,continuous,600
F5,3/70x35,1200,600,sheet,1500,continuous,600
F5,3/70x35,1200,600,sheet,1000,continuous,600
F5,3/70x35,1200,600,sheet,500,continuous,600
F5,3/70x35,1200,600,sheet,0,continuous,600
F5,3/70x45,1200,600,sheet,7500,continuous,600
F5,3/70x45,1200,600,sheet,7000,continuous,600
F5,3/70x45,1200,600,sheet,6500,continuous,600
F5,3/70x45,1200,600,sheet,6000,continuous,600
F5,3/70x45,1200,600,sheet,5500,continuous,600
F5,3/70x45,1200,600,sheet,5000,continuous,600
F5,3/70x45,1200,600,sheet,4500,continuous,600
F5,3/70x45,1200,600,sheet,4000,continuous,600
F5,3/70x45,1200,600,sheet,3500,continuous,600
F5,3/70x45,1200,600,sheet,3000,continuous,600
F5,3/70x45,1200,600,sheet,2500,continuous,600
F5,3/70x45,1200,600,sheet,2000,continuous,600
F5,3/70x45,1200,600,sheet,1500,continuous,600
F5,3/70x45,1200,600,sheet,1000,continuous,600
F5,3/70x45,1200,600,sheet,500,continuous,600
F5,3/70x45,1200,600,sheet,0,continuous,600
F5,90x35,1200,600,sheet,0,continuous,600
F5,90x45,1200,600,sheet,4000,continuous,300
F5,90x45,1200,600,sheet,3500,continuous,300
F5,90x45,1200,600,sheet,3000,continuous,300
F5,90x45,1200,600,sheet,2500,continuous,300
F5,90x45,1200,600,sheet,2000,continuous,300
F5,90x45,1200,600,sheet,1500,continuous,450
F5,90x45,1200,600,sheet,1000,continuous,450
F5,90x45,1200,600,sheet,500,continuous,450
F5,90x45,1200,600,sheet,0,continuous,600
F5,2/90x35,1200,600,sheet,7000,continuous,300
F5,2/90x35,1200,600,sheet,6500,continuous,300
F5,2/90x35,1200,600,sheet,6000,continuous,300
F5,2/90x35,1200,600,sheet,5500,continuous,300
F5,2/90x35,1200,600,sheet,5000,continuous,300
F5,2/90x35,1200,600,sheet,4500,continuous,300
F5,2/90x35,1200,600,sheet,4000,continuous,300
F5,2/90x35,1200,600,sheet,3500,continuous,450
F5,2/90x35,1200,600,sheet,3000,continuous,600
F5,2/90x35,1200,600,sheet,2500,continuous,600
F5,2/90x35,1200,600,sheet,2000,continuous,600
F5,2/90x35,1200,600,sheet,1500,continuous,600
F5,2/90x35,1200,600,sheet,1000,continuous,600
F5,2/90x35,1200,600,sheet,500,continuous,600
F5,2/90x35,1200,600,sheet,0,continuous,600
F5,2/90x45,1200,600,sheet,7500,continuous,450
F5,2/90x45,1200,600,sheet,7000,continuous,450
F5,2/90x45,1200,600,sheet,6500,continuous,450
F5,2/90x45,1200,600,sheet,6000,continuous,600
F5,2/90x45,1200,600,sheet,5500,continuous,600
F5,2/90x45,1200,600,sheet,5000,continuous,600
F5,2/90x45,1200,600,sheet,4500,continuous,600
F5,2/90x45,1200,600,sheet,4000,continuous,600
F5,2/90x45,1200,600,sheet,3500,continuous,600
F5,2/90x45,1200,600,sheet,3000,continuous,600
F5,2/90x45,1200,600,sheet,2500,continuous,600
F5,2/90x45,1200,600,sheet,2000,continuous,600
F5,2/90x45,1200,600,sheet,1500,continuous,600
F5,2/90x45,1200,600,sheet,1000,continuous,600
F5,2/90x45,1200,600,sheet,500,continuous,600
F5,2/90x45,1200,600,sheet,0,continuous,600
F5,3/90x35,1200,600,sheet,7500,continuous,450
F5,3/90x35,1200,600,sheet,7000,continuous,450
F5,3/90x35,1200,600,sheet,6500,continuous,450
F5,3/90x35,1200,600,sheet,6000,continuous,600
F5,3/90x35,1200,600,sheet,5500,continuous,600
F5,3/90x35,1200,600,sheet,5000,continuous,600
F5,3/90x35,1200,600,sheet,4500,continuous,600
F5,3/90x35,1200,600,sheet,4000,continuous,600
F5,3/90x35,1200,600,sheet,3500,continuous,600
F5,3/90x35,1200,600,sheet,3000,continuous,600
F5,3/90x35,1200,600,sheet,2500,continuous,600
F5,3/90x35,1200,600,sheet,2000,continuous,600
F5,3/90x35,1200,600,sheet,1500,continuous,600
F5,3/90x35,1200,600,sheet,1000,continuous,600
F5,3/90x35,1200,600,sheet,500,continuous,600
F5,3/90x35,1200,600,sheet,0,continuous,600
F5,3/90x45,1200,600,sheet,7500,continuous,600
F5,3/90x45,1200,600,sheet,7000,continuous,600
F5,3/90x45,1200,600,sheet,6500,continuous,600
F5,3/90x45,1200,600,sheet,6000,continuous,600
F5,3/90x45,1200,600,sheet,5500,continuous,600
F5,3/90x45,1200,600,sheet,5000,continuous,600
F5,3/90x45,1200,600,sheet,4500,continuous,600
F5,3/90x45,1200,600,sheet,4000,continuous,600
F5,3/90x45,1200,600,sheet,3500,continuous,600
F5,3/90x45,1200,600,sheet,3000,continuous,600
F5,3/90x45,1200,600,sheet,2500,continuous,600
F5,3/90x45,1200,600,sheet,2000,continuous,600
F5,3/90x45,1200,600,sheet,1500,continuous,600
F5,3/90x45,1200,600,sheet,1000,continuous,600
F5,3/90x45,1200,600,sheet,500,continuous,600
F5,3/90x45,1200,600,sheet,0,continuous,600
F5,70x35,1200,900,sheet,0,continuous,600
F5,70x45,1200,900,sheet,2500,continuous,300
F5,70x45,1200,900,sheet,2000,continuous,300
F5,70x45,1200,900,sheet,1500,continuous,300
F5,70x45,1200,900,sheet,1000,continuous,300
F5,70x45,1200,900,sheet,500,continuous,300
F5,70x45,1200,900,sheet,0,continuous,600
F5,2/70x35,1200,900,sheet,4500,continuous,300
F5,2/70x35,1200,900,sheet,4000,continuous,300
F5,2/70x35,1200,900,sheet,3500,continuous,300
F5,2/70x35,1200,900,sheet,3000,continuous,300
F5,2/70x35,1200,900,sheet,2500,continuous,300
F5,2/70x35,1200,900,sheet,2000,continuous,450
F5,2/70x35,1200,900,sheet,1500,continuous,600
F5,2/70x35,1200,900,sheet,1000,continuous,600
F5,2/70x35,1200,900,sheet,500,continuous,600
F5,2/70x35,1200,900,sheet,0,continuous,600
F5,2/70x45,1200,900,sheet,7000,continuous,300
F5,2/70x45,1200,900,sheet,6500,continuous,300
F5,2/70x45,1200,900,sheet,6000,continuous,300
F5,2/70x45,1200,900,sheet,5500,continuous,450
F5,2/70x45,1200,900,sheet,5000,continuous,450
F5,2/70x45,1200,900,sheet,4500,continuous,600
F5,2/70x45,1200,900,sheet,4000,continuous,600
F5,2/70x45,1200,900,sheet,3500,continuous,600
F5,2/70x45,1200,900,sheet,3000,continuous,600
F5,2/70x45,1200,900,sheet,2500,continuous,600
F5,2/70x45,1200,900,sheet,2000,continuous,600
F5,2/70x45,1200,900,sheet,1500,continuous,600
F5,2/70x45,1200,900,sheet,1000,continuous,600
F5,2/70x45,1200,900,sheet,500,continuous,600
F5,2/70x45,1200,900,sheet,0,continuous,600
F5,3/70x35,1200,900,sheet,6500,continuous,300
F5,3/70x35,1200,900,sheet,6000,continuous,300
F5,3/70x35,1200,900,sheet,5500,continuous,300
F5,3/70x35,1200,900,sheet,5000,continuous,450
F5,3/70x35,1200,900,sheet,4500,continuous,450
F5,3/70x35,1200,900,sheet,4000,continuous,600
F5,3/70x35,1200,900,sheet,3500,continuous,600
F5,3/70x35,1200,900,sheet,3000,continuous,600
F5,3/70x35,1200,900,sheet,2500,continuous,600
F5,3/70x35,1200,900,sheet,2000,continuous,600
F5,3/70x35,1200,900,sheet,1500,continuous,600
F5,3/70x35,1200,900,sheet,1000,continuous,600
F5,3/70x35,1200,900,sheet,500,continuous,600
F5,3/70x35,1200,900,sheet,0,continuous,600
F5,3/70x45,1200,900,sheet,7500,continuous,600
F5,3/70x45,1200,900,sheet,7000,continuous,600
F5,3/70x45,1200,900,sheet,6500,continuous,600
F5,3/70x45,1200,900,sheet,6000,continuous,600
F5,3/70x45,1200,900,sheet,5500,continuous,600
F5,3/70x45,1200,900,sheet,5000,continuous,600
F5,3/70x45,1200,900,sheet,4500,continuous,600
F5,3/70x45,1200,900,sheet,4000,continuous,600
F5,3/70x45,1200,900,sheet,3500,continuous,600
F5,3/70x45,1200,900,sheet,3000,continuous,600
F5,3/70x45,1200,900,sheet,2500,continuous,600
F5,3/70x45,1200,900,sheet,2000,continuous,600
F5,3/70x45,1200,900,sheet,1500,continuous,600
F5,3/70x45,1200,900,sheet,1000,continuous,600
F5,3/70x45,1200,900,sheet,500,continuous,600
F5,3/70x45,1200,900,sheet,0,continuous,600
F5,90x35,1200,900,sheet,0,continuous,600
F5,90x45,1200,900,sheet,3500,continuous,300
F5,90x45,1200,900,sheet,3000,continuous,300
F5,90x45,1200,900,sheet,2500,continuous,300
F5,90x45,1200,900,sheet,2000,continuous,300
F5,90x45,1200,900,sheet,1500,continuous,450
F5,90x45,1200,900,sheet,1000,continuous,450
F5,90x45,1200,900,sheet,500,continuous,450
F5,90x45,1200,900,sheet,0,continuous,600
F5,2/90x35,1200,900,sheet,5500,continuous,300
F5,2/90x35,1200,900,sheet,5000,continuous,300
F5,2/90x35,1200,900,sheet,4500,continuous,300
F5,2/90x35,1200,900,sheet,4000,continuous,300
F5,2/90x35,1200,900,sheet,3500,continuous,450
F5,2/90x35,1200,900,sheet,3000,continuous,600
F5,2/90x35,1200,900,sheet,2500,continuous,600
F5,2/90x35,1200,900,sheet,2000,continuous,600
F5,2/90x35,1200,900,sheet,1500,continuous,600
F5,2/90x35,1200,900,sheet,1000,continuous,600
F5,2/90x35,1200,900,sheet,500,continuous,600
F5,2/90x35,1200,900,sheet,0,continuous,600
F5,2/90x45,1200,900,sheet,7500,continuous,450
F5,2/90x45,1200,900,sheet,7000,continuous,450
F5,2/90x45,1200,900,sheet,6500,continuous,450
F5,2/90x45,1200,900,sheet,6000,continuous,600
F5,2/90x45,1200,900,sheet,5500,continuous,600
F5,2/90x45,1200,900,sheet,5000,continuous,600
F5,2/90x45,1200,900,sheet,4500,continuous,600
F5,2/90x45,1200,900,sheet,4000,continuous,600
F5,2/90x45,1200,900,sheet,3500,continuous,600
F5,2/90x45,1200,900,sheet,3000,continuous,600
F5,2/90x45,1200,900,sheet,2500,continuous,600
F5,2/90x45,1200,900,sheet,2000,continuous,600
F5,2/90x45,1200,900,sheet,1500,continuous,600
F5,2/90x45,1200,900,sheet,1000,continuous,600
F5,2/90x45,1200,900,sheet,500,continuous,600
F5,2/90x45,1200,900,sheet,0,continuous,600
F5,3/90x35,1200,900,sheet,7500,continuous,450
F5,3/90x35,1200,900,sheet,7000,continuous,450
F5,3/90x35,1200,900,sheet,6500,continuous,450
F5,3/90x35,1200,900,sheet,6000,continuous,600
F5,3/90x35,1200,900,sheet,5500,continuous,600
F5,3/90x35,1200,900,sheet,5000,continuous,600
F5,3/90x35,1200,900,sheet,4500,continuous,600
F5,3/90x35,1200,900,sheet,4000,continuous,600
F5,3/90x35,1200,900,sheet,3500,continuous,600
F5,3/90x35,1200,900,sheet,3000,continuous,600
F5,3/90x35,1200,900,sheet,2500,continuous,600
F5,3/90x35,1200,900,sheet,2000,continuous,600
F5,3/90x35,1200,900,sheet,1500,continuous,600
F5,3/90x35,1200,900,sheet,1000,continuous,600
F5,3/90x35,1200,900,sheet,500,continuous,600
F5,3/90x35,1200,900,sheet,0,continuous,600
F5,3/90x45,1200,900,sheet,7500,continuous,600
F5,3/90x45,1200,900,sheet,7000,continuous,600
F5,3/90x45,1200,900,sheet,6500,continuous,600
F5,3/90x45,1200,900,sheet,6000,continuous,600
F5,3/90x45,1200,900,sheet,5500,continuous,600
F5,3/90x45,1200,900,sheet,5000,continuous,600
F5,3/90x45,1200,900,sheet,4500,continuous,600
